speaker,title,topic,year,month,link
Dieter F. Uchtdorf,Waiting on the Road to Damascus, service,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/waiting-on-the-road-to-damascus?lang=eng
Mary N. Cook,“Remember This: Kindness Begins with Me”, service,04,2011,https://www.churchofjesuschrist.org/general-conference/2011/04/remember-this-kindness-begins-with-me?lang=eng
D. Todd Christofferson,Reflections on a Consecrated Life, service,10,2010,https://www.churchofjesuschrist.org/general-conference/2010/10/reflections-on-a-consecrated-life?lang=eng
L. Tom Perry,The Priesthood of Aaron, service,10,2010,https://www.churchofjesuschrist.org/general-conference/2010/10/the-priesthood-of-aaron?lang=eng
Jeffrey R. Holland,Because of Your Faith, service,10,2010,https://www.churchofjesuschrist.org/general-conference/2010/10/because-of-your-faith?lang=eng
Dieter F. Uchtdorf,Pride and the Priesthood, service,10,2010,https://www.churchofjesuschrist.org/general-conference/2010/10/pride-and-the-priesthood?lang=eng
Henry B. Eyring,Serve with the Spirit, service,10,2010,https://www.churchofjesuschrist.org/general-conference/2010/10/serve-with-the-spirit?lang=eng
Thomas S. Monson,Welcome to Conference, service,04,2010,https://www.churchofjesuschrist.org/general-conference/2010/04/welcome-to-conference?lang=eng
Koichi Aoyagi,"Helping Hands, Saving Hands", service,04,2010,https://www.churchofjesuschrist.org/general-conference/2010/04/helping-hands-saving-hands?lang=eng
Thomas S. Monson,Preparation Brings Blessings, service,04,2010,https://www.churchofjesuschrist.org/general-conference/2010/04/preparation-brings-blessings?lang=eng
Dieter F. Uchtdorf,“You Are My Hands”, service,04,2010,https://www.churchofjesuschrist.org/general-conference/2010/04/you-are-my-hands?lang=eng
Quentin L. Cook,Stewardship—a Sacred Trust, service,10,2009,https://www.churchofjesuschrist.org/general-conference/2009/10/stewardship-a-sacred-trust?lang=eng
Thomas S. Monson,What Have I Done for Someone Today?, service,10,2009,https://www.churchofjesuschrist.org/general-conference/2009/10/what-have-i-done-for-someone-today?lang=eng
Julie B. Beck,Relief Society: A Sacred Work, service,10,2009,https://www.churchofjesuschrist.org/general-conference/2009/10/relief-society-a-sacred-work?lang=eng
Silvia H. Allred,Every Woman Needs Relief Society, service,10,2009,https://www.churchofjesuschrist.org/general-conference/2009/10/every-woman-needs-relief-society?lang=eng
Henry B. Eyring,The Enduring Legacy of Relief Society, service,10,2009,https://www.churchofjesuschrist.org/general-conference/2009/10/the-enduring-legacy-of-relief-society?lang=eng
Barbara Thompson,His Arm Is Sufficient, service,04,2009,https://www.churchofjesuschrist.org/general-conference/2009/04/his-arm-is-sufficient?lang=eng
Henry B. Eyring,Adversity, service,04,2009,https://www.churchofjesuschrist.org/general-conference/2009/04/adversity?lang=eng
Dallin H. Oaks,Unselfish Service, service,04,2009,https://www.churchofjesuschrist.org/general-conference/2009/04/unselfish-service?lang=eng
Henry B. Eyring,“Man Down!”, service,04,2009,https://www.churchofjesuschrist.org/general-conference/2009/04/man-down?lang=eng
Richard C. Edgley,This Is Your Phone Call, service,04,2009,https://www.churchofjesuschrist.org/general-conference/2009/04/this-is-your-phone-call?lang=eng
Dieter F. Uchtdorf,Lift Where You Stand, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/lift-where-you-stand?lang=eng
Keith B. McMullin,God Loves and Helps All of His Children, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/god-loves-and-helps-all-of-his-children?lang=eng
Thomas S. Monson,Until We Meet Again, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/until-we-meet-again?lang=eng
Eduardo Gavarret,Returning Home, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/returning-home?lang=eng
Henry B. Eyring,O Ye That Embark, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/o-ye-that-embark?lang=eng
Julie B. Beck,Fulfilling the Purpose of Relief Society, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/fulfilling-the-purpose-of-relief-society?lang=eng
Jeffrey R. Holland,The Ministry of Angels, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/the-ministry-of-angels?lang=eng
Barbara Thompson,Now Let Us Rejoice, service,10,2008,https://www.churchofjesuschrist.org/general-conference/2008/10/now-let-us-rejoice?lang=eng
Henry B. Eyring,Faith and the Oath and Covenant of the Priesthood, service,04,2008,https://www.churchofjesuschrist.org/general-conference/2008/04/faith-and-the-oath-and-covenant-of-the-priesthood?lang=eng
H. David Burton,And Who Is My Neighbor?, service,04,2008,https://www.churchofjesuschrist.org/general-conference/2008/04/and-who-is-my-neighbor?lang=eng
Carlos H. Amado,"Service, a Divine Quality", service,04,2008,https://www.churchofjesuschrist.org/general-conference/2008/04/service-a-divine-quality?lang=eng
Thomas S. Monson,Examples of Righteousness, service,04,2008,https://www.churchofjesuschrist.org/general-conference/2008/04/examples-of-righteousness?lang=eng
Thomas S. Monson,A Royal Priesthood, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/a-royal-priesthood?lang=eng
Walter F. González,Today Is the Time, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/today-is-the-time?lang=eng
Steven E. Snow,Service, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/service?lang=eng
Michael John U. Teh,Out of Small Things, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/out-of-small-things?lang=eng
Julie B. Beck,What Latter-day Saint Women Do Best: Stand Strong and Immovable, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/what-latter-day-saint-women-do-best-stand-strong-and-immovable?lang=eng
Silvia H. Allred,Feed My Sheep, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/feed-my-sheep?lang=eng
Richard C. Edgley,Enduring Together, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/enduring-together?lang=eng
Thomas S. Monson,Three Goals to Guide You, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/three-goals-to-guide-you?lang=eng
Boyd K. Packer,The Weak and the Simple of the Church, service,10,2007,https://www.churchofjesuschrist.org/general-conference/2007/10/the-weak-and-the-simple-of-the-church?lang=eng
Joseph B. Wirthlin,Life’s Lessons Learned, service,04,2007,https://www.churchofjesuschrist.org/general-conference/2007/04/lifes-lessons-learned?lang=eng
Henry B. Eyring,This Day, service,04,2007,https://www.churchofjesuschrist.org/general-conference/2007/04/this-day?lang=eng
L. Tom Perry,The Message of the Restoration, service,04,2007,https://www.churchofjesuschrist.org/general-conference/2007/04/the-message-of-the-restoration?lang=eng
David S. Baxter,"Faith, Service, Constancy", service,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/faith-service-constancy?lang=eng
James E. Faust,Spiritual Nutrients, service,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/spiritual-nutrients?lang=eng
Thomas S. Monson,True to Our Priesthood Trust, service,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/true-to-our-priesthood-trust?lang=eng
Henry B. Eyring,A Priesthood Quorum, service,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/a-priesthood-quorum?lang=eng
Thomas S. Monson,How Firm a Foundation, service,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/how-firm-a-foundation?lang=eng
M. Russell Ballard,O Be Wise, service,10,2006,https://www.churchofjesuschrist.org/general-conference/2006/10/o-be-wise?lang=eng
David F. Evans,Your Mission Will Change Everything, service,04,2006,https://www.churchofjesuschrist.org/general-conference/2006/04/your-mission-will-change-everything?lang=eng
Susan W. Tanner,“I Am the Light Which Ye Shall Hold Up”, service,04,2006,https://www.churchofjesuschrist.org/general-conference/2006/04/i-am-the-light-which-ye-shall-hold-up?lang=eng
H. David Burton,Tender Hearts and Helping Hands, service,04,2006,https://www.churchofjesuschrist.org/general-conference/2006/04/tender-hearts-and-helping-hands?lang=eng
Anne C. Pingree,To Grow Up unto the Lord, service,04,2006,https://www.churchofjesuschrist.org/general-conference/2006/04/to-grow-up-unto-the-lord?lang=eng
Joseph B. Wirthlin,Journey to Higher Ground, service,10,2005,https://www.churchofjesuschrist.org/general-conference/2005/10/journey-to-higher-ground?lang=eng
Gordon B. Hinckley,If Ye Are Prepared Ye Shall Not Fear, service,10,2005,https://www.churchofjesuschrist.org/general-conference/2005/10/if-ye-are-prepared-ye-shall-not-fear?lang=eng
James E. Faust,Instruments in the Hands of God, service,10,2005,https://www.churchofjesuschrist.org/general-conference/2005/10/instruments-in-the-hands-of-god?lang=eng
Bonnie D. Parkin,Sweet Moments, service,10,2005,https://www.churchofjesuschrist.org/general-conference/2005/10/sweet-moments?lang=eng
Thomas S. Monson,Do Your Duty—That Is Best, service,10,2005,https://www.churchofjesuschrist.org/general-conference/2005/10/do-your-duty-that-is-best?lang=eng
Paul K. Sybrowsky,“If Christ Had My Opportunities …”, service,10,2005,https://www.churchofjesuschrist.org/general-conference/2005/10/if-christ-had-my-opportunities?lang=eng
Kathleen H. Hughes,That We May All Sit Down in Heaven Together, service,10,2005,https://www.churchofjesuschrist.org/general-conference/2005/10/that-we-may-all-sit-down-in-heaven-together?lang=eng
James E. Faust,Perseverance, service,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/perseverance?lang=eng
Robert J. Whetten,Strengthen Thy Brethren, service,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/strengthen-thy-brethren?lang=eng
Thomas S. Monson,The Sacred Call of Service, service,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/the-sacred-call-of-service?lang=eng
Robert D. Hales,Couple Missionaries: Blessings from Sacrifice and Service, service,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/couple-missionaries-blessings-from-sacrifice-and-service?lang=eng
Julie B. Beck,A Work for Me to Do, service,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/a-work-for-me-to-do?lang=eng
Kathleen H. Hughes,What Greater Goodness Can We Know: Christlike Friends, service,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/what-greater-goodness-can-we-know-christlike-friends?lang=eng
Gordon B. Hinckley,Closing Remarks, service,04,2005,https://www.churchofjesuschrist.org/general-conference/2005/04/closing-remarks?lang=eng
Dieter F. Uchtdorf,The Opportunity to Testify, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/the-opportunity-to-testify?lang=eng
James E. Faust,The Key of the Knowledge of God, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/the-key-of-the-knowledge-of-god?lang=eng
Thomas S. Monson,Choose You This Day, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/choose-you-this-day?lang=eng
L. Tom Perry,What Is a Quorum?, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/what-is-a-quorum?lang=eng
Bonnie D. Parkin,Belonging Is Our Sacred Birthright, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/belonging-is-our-sacred-birthright?lang=eng
Thomas S. Monson,Anxiously Engaged, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/anxiously-engaged?lang=eng
Kathleen H. Hughes,Out of Small Things, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/out-of-small-things?lang=eng
Gordon B. Hinckley,The Women in Our Lives, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/the-women-in-our-lives?lang=eng
H. David Burton,More Holiness Give Me, service,10,2004,https://www.churchofjesuschrist.org/general-conference/2004/10/more-holiness-give-me?lang=eng
Mervyn B. Arnold,Strengthen Thy Brethren, service,04,2004,https://www.churchofjesuschrist.org/general-conference/2004/04/strengthen-thy-brethren?lang=eng
Henry B. Eyring,In the Strength of the Lord, service,04,2004,https://www.churchofjesuschrist.org/general-conference/2004/04/in-the-strength-of-the-lord?lang=eng
Neal A. Maxwell,Remember How Merciful the Lord Hath Been, service,04,2004,https://www.churchofjesuschrist.org/general-conference/2004/04/remember-how-merciful-the-lord-hath-been?lang=eng
Susan W. Tanner,All Things Shall Work Together for Your Good, service,04,2004,https://www.churchofjesuschrist.org/general-conference/2004/04/all-things-shall-work-together-for-your-good?lang=eng
Richard G. Scott,How to Live Well amid Increasing Evil, service,04,2004,https://www.churchofjesuschrist.org/general-conference/2004/04/how-to-live-well-amid-increasing-evil?lang=eng
Gordon B. Hinckley,The Church Grows Stronger, service,04,2004,https://www.churchofjesuschrist.org/general-conference/2004/04/the-church-grows-stronger?lang=eng
Russell M. Nelson,Personal Priesthood Responsibility, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/personal-priesthood-responsibility?lang=eng
Gordon B. Hinckley,The Shepherds of Israel, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/the-shepherds-of-israel?lang=eng
James E. Faust,The Phenomenon That Is You, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/the-phenomenon-that-is-you?lang=eng
Thomas S. Monson,The Bridge Builder, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/the-bridge-builder?lang=eng
Gordon B. Hinckley,The State of the Church, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/the-state-of-the-church?lang=eng
Monte J. Brough,Young Men—Holders of Keys, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/young-men-holders-of-keys?lang=eng
Joseph B. Wirthlin,Three Choices, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/three-choices?lang=eng
Bonnie D. Parkin,Choosing Charity: That Good Part, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/choosing-charity-that-good-part?lang=eng
Thomas S. Monson,Bring Him Home, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/bring-him-home?lang=eng
Richard G. Scott,Realize Your Full Potential, service,10,2003,https://www.churchofjesuschrist.org/general-conference/2003/10/realize-your-full-potential?lang=eng
